67,1424534543,0x33af79b6d3f59a8a,392049476,3362
68,1424534545,0x625f86ef230bd376,106518206,1366
69,1424534546,0xbd1e2934adbee2e4,1048576000,936
70,1424534550,0x3bf51d9dbc865052,2882032,12
71,1424534551,0x607ea880417ce75a,2097152000,23200
72,1424534552,0x543b944247b946f0,3719681476,7776
73,1424534552,0x43ac89a4d3834e2e,1073200128,24
74,1424534554,0x240f624a77bd2a5f,763401603,1606
75,1424534555,0xb088e2239039597d,22626137,7
76,1424534556,0xcf3c653e06815dca,11186929,50
77,1424534558,0xc725768c046b5e86,1072576278,26
78,1424534563,0x74ba9ebded3cda07,1073741824,966
79,1424534563,0x42619eb10af68d95,424444370,542
80,1424534571,0xa2fabfa2acfd2d72,943718400,1450
81,1424534575,0x3383704470980466,600741617,916
82,1424534580,0x4f7355b1b592a4fa,1048576000,546
83,1424534582,0xa0c56289c7ae7a4e,7042255476,4744
84,1424534582,0x64b49d568499b7f4,1385202830,369
85,1424534582,0x3383704470980466,600741617,4
86,1424534582,0xcd796b7a8c406d02,814750376,1026
87,1424534583,0xb4d6167d2a53f51c,617913,82
88,1424534584,0x98980484529d7a70,162258724,1885
89,1424534584,0x3444a856202ebc3c,1972575,138
90,1424534587,0xdb2b5259e3aba177,1048576000,5272
91,1424534591,0x874ff40bbf86cb54,11709252,301
92,1424534592,0xe510422f774824c0,3363779122,6810
93,1424534592,0x97473b30c8757156,549475964,503
94,1424534597,0x96770fbfb332209b,2097152000,1859
95,1424534599,0xd83b1a223fa825bb,46399026,70
96,1424534602,0x6047c8def1fd5b42,914487848,1207
97,1424534605,0xa4fb80fcecfe7b51,915322,4
98,1424534608,0xe5db9843d3205d7b,700603597,1692
99,1424534611,0x59c5107fd5b6bf99,513332887,472
100,1424534612,0x2914774e52182543,2000000000,5699
101,1424534615,0xe73a6731e283fc8,27613888,92
102,1424534617,0xf0571da9ffddd830,1023786616,58
103,1424534617,0x9ced3b33164bb25c,984320750,7219
104,1424534617,0xc94f0789caee9eaa,2097152000,67
105,1424534623,0x543b944247b946f0,3719681476,5277
106,1424534624,0x741336695bdb30a7,24936406,39
107,1424534631,0x592ecda20c6a5f25,471089699,1082
108,1424534633,0xb1d3d9e14ce0321c,1074506909,1976
109,1424534633,0x9bbd2f2a478dc442,943718400,11485
110,1424534635,0xbfcaff4252a494e3,233394590,3362
111,1424534636,0xc96401aa447b8ca2,468349102,923
112,1424534638,0x3a88b10b5cead443,1073741824,1315
113,1424534638,0xdb8f467cad21bd20,490736382,183
114,1424534638,0x55366293481d7ca4,1073741824,1316
115,1424534639,0xa199475fb02e65ca,41564889,31
116,1424534639,0xb8235de6bd38d546,2413523689,44
117,1424534639,0xfebcc304f685436c,1073741824,184
118,1424534639,0xdc5582f2cb629518,1073741824,1316
119,1424534639,0x7de32df02aa0d39,1073741824,4691
120,1424534640,0xcab1b7772d0eb0cf,1073741824,185
121,1424534640,0x99f684b3fc072d5c,2097152000,8002
122,1424534641,0xa46a7916f22d2132,524288000,4968
123,1424534641,0xd023b631a5fc00fe,1073741824,1316
124,1424534641,0x4c7ba118a305a16b,1073741824,186
125,1424534641,0xa6aedc9a8be4519,1073741824,411
126,1424534642,0xae53a75034297ee7,1048576000,3391
127,1424534647,0x8567a624642e7c09,168472,2
128,1424534650,0xbf19b1045227ba67,1064650511,144
129,1424534651,0x2d3d1bb5f29f6623,1048576000,1683
130,1424534652,0x2a7de54736cac01f,18651585232,645
131,1424534653,0x874ff40bbf86cb54,11709252,63
132,1424534654,0xfa656c39291ec067,91282344,564
133,1424534655,0xab208d60e7e629cb,145020005,761
134,1424534663,0xb37d83505270e307,847758463,2218
135,1424534663,0x51599f928a2ac1e,500000000,200
136,1424534664,0xd76e4a93615c9bd,500000000,852
137,1424534668,0x20d52cfd833aecad,1473645518,51
138,1424534674,0x9db8f75fa3a10c7a,1111580,14
139,1424534677,0xccf8b0310ddde78f,1677721600,42
140,1424534678,0x6da765cd83ac1c2c,1677721600,44
141,1424534679,0xba15338d33844802,2097152000,2010
142,1424534679,0x4699bc5fae47b3cf,1204299527,12
143,1424534680,0x66b8be67c1840bb,1677721600,46
144,1424534680,0x20a24db5290bfeca,186393,3
145,1424534682,0x434f758e0547ec60,19808524,339
146,1424534682,0xf280aef68f998402,667399771,2418
147,1424534682,0x12f4f9463fee461f,1677721600,48
148,1424534683,0x1200f3d30c674169,524288000,2087
149,1424534685,0xafa23fcdf414e2f5,3960702667,889
150,1424534686,0x9183afce6d4935a4,1771999119,257
151,1424534687,0xe07a68d129f05126,114302435,121
152,1424534690,0x745b709c88e3d6dd,114422967,122
153,1424534691,0x853a1ef3f946869d,114171809,123
154,1424534692,0xe7ce3f086a8f29a4,1048576000,3825
155,1424534692,0xd7a02bc92f63b765,113047243,125
156,1424534693,0x16a74fcad24336d4,114620410,127
157,1424534694,0xa6a3450e333dfcc,1048576000,1720
158,1424534695,0xc32c126a962814d9,181777246,354
159,1424534695,0x799e315f4e4d07cd,1477270652,301
160,1424534696,0x218f8f80276146a4,996147200,195
161,1424534404,0xb2959c001588a97,943718400,468
162,1424534406,0x6a0f58c8b2ff639c,1048576000,10522
163,1424534408,0x6122de73e49137f1,2000000000,4391
164,1424534408,0x75333d8be382de71,1325211,2
165,1424534410,0xd78a76430f120047,1019256523,35
166,1424534412,0xc2003da5861efe8,524288000,351
167,1424534413,0x1bc51ddba665e30c,1073741824,2038
168,1424534413,0xa8064dec6bfd7eac,33397688,298
169,1424534414,0xe008a898c94dd576,524288000,1006
170,1424534420,0xcca6ad7bfb5e3647,55538948,227
171,1424534421,0x6ebad301ca929f58,250000000,459
172,1424534424,0x72beceab24513902,820697767,34
173,1424534427,0x9835294d2e32bafa,473424557,67
174,1424534429,0x83b9599d772cf145,269624768,73
175,1424534437,0x67edc2e74e734126,1755289066,110
176,1424534439,0x24ebc438854ff26b,137565352,253
177,1424534439,0xbda025b4003e7c1b,987695818,6146
178,1424534440,0xc5c1da319c0cb9ad,471592391,84
179,1424534442,0x651ef707a6a96231,131843928,353
180,1424534444,0x59f7e8e4db06ef2b,1341178323,1056
181,1424534448,0x26952338fb12008c,996147200,5506
182,1424534451,0xb485361897989230,1102230200,9
183,1424534454,0x8888c0f093ebe7b5,471821974,96
184,1424534455,0x8231115dfbb7fbe,1491364094,1201
185,1424534455,0x7b40f1c1bd8fcff9,1073741824,108
186,1424534455,0xba15338d33844802,2097152000,3573
187,1424534456,0xd0e8ae8a9c850124,2708672083,24
188,1424534457,0x4d8b92dc4d3addf1,1048576000,6136
189,1424534458,0x28a523ccc7d61eed,56153788,300
190,1424534468,0x7663248bfced4ccf,1048576000,6148
191,1424534469,0x1b1380b4a12d2a6f,524288000,3043
192,1424534472,0x9bce97345d4c3d1f,1048576000,14392
193,1424534474,0x5af8f531deb10433,419430400,757
194,1424534474,0x727da3ee6e4d84b1,181517779,307
195,1424534476,0x478ff4ee9ec26219,996147200,5533
196,1424534478,0xcbc7ef9a6a14f305,1048576000,1682
197,1424534482,0xd53689abb7c51242,60446693,42
198,1424534488,0xfb6eb84d2bbf9c3b,250000000,507
199,1424534489,0xb59db41ce3df7c37,1048576000,6168
200,1424534489,0x60cd1513cbff270,27940192,47
201,1424534490,0xb366f2ebf2e204ab,1883077477,9953
202,1424534491,0xa5586c4975e23cfa,943718400,2225
203,1424534491,0x2c3d3cc496c70e49,140020072,63
204,1424534493,0x29bb7a6b67ef6889,523239424,1011
205,1424534493,0x3571f63df84898dd,48728080,355
206,1424534496,0x53504d1ebbd365b9,46419701,75
207,1424534498,0x353dee77b1e48985,1048576000,503
208,1424534499,0xccd6c19bb05b7100,1048576000,332
209,1424534502,0x67980af1392b4e53,943718400,4335
210,1424534503,0x784b9479aa8b84c9,2035178008,889
211,1424534505,0x4802303da06b6ec2,36526,4
212,1424534506,0x757f37ca0285a2c7,1073741824,1895
213,1424534507,0x1e738cedf246cf24,216065649,23
214,1424534509,0xd0e8ae8a9c850124,2708672083,13
215,1424534513,0xe7e0a12b9c588914,595861941,455
216,1424534514,0x1fbeb4675cd207c0,30232,2
217,1424534515,0x8afd991afa3aacba,234488,5
218,1424534517,0x82de8212bd55f1db,800336239,1582
219,1424534519,0x543b944247b946f0,3719681476,4205
220,1424534520,0xba71699d8f9495f,15510768,16
221,1424534523,0x12c99c2998c28b53,3631494692,14
222,1424534523,0x39618872d621f9b7,37547,3
223,1424534523,0xf3779c5c30aefd7e,2778342875,94
224,1424534523,0xf30be79136d7f64,33004,4
225,1424534527,0xa9abd153f1713435,1392258973,711
226,1424534528,0x6bb15434ed02f94b,1623398203,704
227,1424534533,0x64585bbd64345dc7,3767984,5
228,1424534535,0x755121072eacd87d,250000000,619
229,1424534535,0x1bffd27e1f3c28f6,3380499698,713
230,1424534536,0xebcfbddbfcffcdb1,1579217842,81
231,1424534538,0x73a9ac0e53f85d27,1048576000,1792
232,1424534540,0x30893f4582417e69,1110476,5
233,1424534542,0x4bc2b1c090151269,885365296,79
234,1424534545,0x769d91416bd923af,1693251,4
235,1424534545,0x3aab26c88a77dcd5,2942280576,2651
236,1424534550,0x491c75ac0669fce3,38497486,54
237,1424534550,0x6d1656c1e74398d5,22021330,92
238,1424534551,0x1de741b95943836,719223,1
239,1424534556,0x99a24be29336c7bb,10462803,89
240,1424534556,0xc18b634c29bbfc89,1073741824,2182
241,1424534557,0x5252a742da854e75,1048576000,501
242,1424534560,0xc3d19c1fa5a5ae39,61421354,92
243,1424534560,0x4b25c9aa3c15ab,1048576000,98
244,1424534562,0x1a56ca3d9d0a8de4,988171229,2292
245,1424534565,0xcfce35122069c971,1048576000,8263
246,1424534568,0xcbbaeef8e9e83839,64160487,86
247,1424534572,0xf3779c5c30aefd7e,2778342875,145
248,1424534576,0x226efdb7d5c0670c,147770434,655
249,1424534577,0x9fa1629b5570720,11778404,26
250,1424534579,0x8e13fb1b56d468e,1580624204,925
251,1424534583,0x92c1c4825934e899,1918316893,1444
252,1424534586,0x9b8c0aafb0a3efa9,943718400,2928
253,1424534587,0xbe665fd7cee7034d,1048576000,2319
254,1424534590,0x4f98240b397a4e37,524288000,1633
255,1424534593,0x6c6c5843e7929f50,41050496,23
256,1424534594,0xfbbe5c42e19e5db6,2553949,27
257,1424534595,0x38271aa1469db47,4434608,7
258,1424534597,0x3ce11d4c4ba79a16,1048576000,9132
259,1424534599,0x22cb48f6d0ec903c,1708155582,3449
260,1424534600,0x99d75f1920effc65,8368089808,3448
261,1424534601,0xbdd7e71c0f0ab699,493755631,1112
262,1424534602,0x5d2fcd57e3c41c07,501768728,662
263,1424534602,0x67f5ea200128f7e0,1073741824,32
264,1424534603,0xe5538fa713a7e476,911058100,582
265,1424534603,0xb710d56773523946,1270928814,2449
266,1424534613,0x413613c05c3ec46b,943718400,435
267,1424534613,0x63915ff1288f4728,495526421,1541
268,1424534615,0xd5b1df397f5fc95b,36643,6
269,1424534618,0xd3ccc043b4c35790,1048576000,2495
270,1424534618,0x4e73208784a90202,524288000,1210
271,1424534620,0xcbb1a8ded15b86dd,2044723200,93
272,1424534620,0x35e00ee1b8699e35,996147200,5677
273,1424534623,0x85b3ea0f8c361d04,1048576000,1877
274,1424534626,0x2d3d1bb5f29f6623,1048576000,91
275,1424534626,0x1017e61afba40ce1,1349526199,1342
276,1424534626,0x620aaa032592d0db,1048576000,91
277,1424534627,0xcd019738c842b382,1048576000,92
278,1424534628,0xee19445addc4a653,1584438965,5882
279,1424534628,0xa6a3450e333dfcc,1048576000,92
280,1424534629,0x7ea39be3270d6fba,1048576000,40
281,1424534630,0xc1f7acea816e9d62,1175079194,1503
282,1424534632,0xac5f21ae49a563e6,1221059072,862
283,1424534632,0xf3021d8ac6eb47d7,199503831,1108
284,1424534635,0xa0f91235fad5fe0d,3501019930,11483
285,1424534636,0x96770fbfb332209b,2097152000,2673
286,1424534639,0x2e5edb75e8c2b00a,524288000,576
287,1424534649,0xe10f982316b181a7,1970201128,3995
288,1424534652,0x629f2bd7da3a456b,45013408,112
289,1424534654,0x91c629fbd2517ed8,1073741824,6010
290,1424534655,0xfc0d68dcef971326,280890792,30
291,1424534660,0x58456ed3d8aecb62,21596,2
292,1424534664,0x2a7ccfc48c651497,943718400,2969
293,1424534670,0x99f684b3fc072d5c,2097152000,2705
294,1424534670,0x2194804a204c08d2,1201864141,296
295,1424534671,0x432eb0be4c67a519,1048576000,714
296,1424534672,0xcc890cdffcfe66e7,1048576000,6169
297,1424534673,0x566695c5c741c2b6,996147200,2108
298,1424534677,0x5ac52a9f9a92f90e,1468280020,112
299,1424534678,0xb34f68dc1f28d3b6,524288000,7663
